intention	mechanism	code
Intentional self-harm	"Bites and Stings, venomous"	T63432
Intentional self-harm	"Bites and Stings, venomous"	T63442
Intentional self-harm	"Bites and Stings, venomous"	T63452
Intentional self-harm	"Bites and Stings, venomous"	T63462
Intentional self-harm	"Bites and Stings, venomous"	T63482
Intentional self-harm	"Bites and Stings, venomous"	T63512
Intentional self-harm	"Bites and Stings, venomous"	T63592
Intentional self-harm	"Bites and Stings, venomous"	T63612
Intentional self-harm	"Bites and Stings, venomous"	T63622
Intentional self-harm	"Bites and Stings, venomous"	T63632
Intentional self-harm	"Bites and Stings, venomous"	T63692
Intentional self-harm	"Bites and Stings, venomous"	T63812
Intentional self-harm	"Bites and Stings, venomous"	T63822
Intentional self-harm	"Bites and Stings, venomous"	T63832
Intentional self-harm	"Bites and Stings, venomous"	T63892
Intentional self-harm	"Bites and Stings, venomous"	T6392X
Intentional self-harm	"Natural Environmental, Other"	T63712
Intentional self-harm	"Natural Environmental, Other"	T63792
Intentional self-harm	"Natural Environmental, Other"	T65822
Intentional self-harm	"Natural Environmental, Other"	X832X
Intentional self-harm	Struck by/against	X79X
Intentional self-harm	Suffocation	T71112
Intentional self-harm	Suffocation	T71122
Intentional self-harm	Suffocation	T71132
Intentional self-harm	Suffocation	T71152
Intentional self-harm	Suffocation	T71162
Intentional self-harm	Suffocation	T71192
Intentional self-harm	Suffocation	T71222
Intentional self-harm	Suffocation	T71232
Intentional self-harm	"Other Specified, Classifiable"	X7401X
Intentional self-harm	"Other Specified, Classifiable"	X7402X
Intentional self-harm	"Other Specified, Classifiable"	X7409X
Intentional self-harm	"Other Specified, Classifiable"	X75X
Intentional self-harm	"Other Specified, Classifiable"	X818X
Intentional self-harm	"Other Specified, Classifiable"	X831X
Intentional self-harm	"Other Specified, NEC"	X838X
Intentional self-harm	Unspecified	T1491
Intentional self-harm	Unspecified	T1491X
Intentional self-harm	Unspecified	R4588
Assault	Cut/Pierce	X990X
Assault	Cut/Pierce	X991X
Assault	Cut/Pierce	X992X
Assault	Cut/Pierce	X998X
Assault	Cut/Pierce	X999X
Assault	Drowning/Submersion	X920X
Assault	Drowning/Submersion	X921X
Assault	Drowning/Submersion	X922X
Assault	Drowning/Submersion	X923X
Assault	Drowning/Submersion	X928X
Assault	Drowning/Submersion	X929X
Assault	Fall	Y01X
Assault	Fire/Flame	X97X
Assault	Fire/Flame	Y383X1
Assault	Fire/Flame	Y383X2
Assault	Fire/Flame	Y383X3
Assault	Hot Object/Substance	T541X3
Assault	Hot Object/Substance	T542X3
Assault	Hot Object/Substance	T543X3
Assault	Hot Object/Substance	T5493X
Assault	Hot Object/Substance	X980X
Assault	Hot Object/Substance	X981X
Assault	Hot Object/Substance	X982X
Assault	Hot Object/Substance	X983X
Assault	Hot Object/Substance	X988X
Assault	Hot Object/Substance	X989X
Assault	Firearm	Y384X1
Assault	Firearm	Y384X2
Assault	Firearm	Y384X3
Assault	Firearm	X93X
Assault	Firearm	X940X
Assault	Firearm	X941X
Assault	Firearm	X942X
Assault	Firearm	X948X
Assault	Firearm	X949X
Assault	Firearm	X958X
Assault	Firearm	X959X
Assault	MVT-Occupant	Y038X
Assault	MVT-Pedestrian	Y020X
Assault	MVT-Pedestrian	Y030X
Assault	Other Land Transport	Y021X
Assault	Other Transport	Y0881X
Assault	Other Transport	Y381X1
Assault	Other Transport	Y381X2
Assault	Other Transport	Y381X3
Assault	"Bites/Stings, venomous"	T63003
Assault	"Bites/Stings, venomous"	T63013
Assault	"Bites/Stings, venomous"	T63023
Assault	"Bites/Stings, venomous"	T63033
Assault	"Bites/Stings, venomous"	T63043
Assault	"Bites/Stings, venomous"	T63063
Assault	"Bites/Stings, venomous"	T63073
Assault	"Bites/Stings, venomous"	T63083
Assault	"Bites/Stings, venomous"	T63093
Assault	"Bites/Stings, venomous"	T63113
Assault	"Bites/Stings, venomous"	T63123
Assault	"Bites/Stings, venomous"	T63193
Assault	"Bites/Stings, venomous"	T632X3
Assault	"Bites/Stings, venomous"	T63303
Assault	"Bites/Stings, venomous"	T63313
Assault	"Bites/Stings, venomous"	T63323
Assault	"Bites/Stings, venomous"	T63333
Assault	"Bites/Stings, venomous"	T63393
Assault	"Bites/Stings, venomous"	T63413
Assault	"Bites/Stings, venomous"	T63423
Assault	"Bites/Stings, venomous"	T63433
Assault	"Bites/Stings, venomous"	T63443
Assault	"Bites/Stings, venomous"	T63453
Assault	"Bites/Stings, venomous"	T63463
Assault	"Bites/Stings, venomous"	T63483
Assault	"Bites/Stings, venomous"	T63513
Assault	"Bites/Stings, venomous"	T63593
Assault	"Bites/Stings, venomous"	T63613
Assault	"Bites/Stings, venomous"	T63623
Assault	"Bites/Stings, venomous"	T63633
Assault	"Bites/Stings, venomous"	T63693
Assault	"Bites/Stings, venomous"	T63813
Assault	"Bites/Stings, venomous"	T63823
Assault	"Bites/Stings, venomous"	T63833
Assault	"Bites/Stings, venomous"	T63893
Assault	"Bites/Stings, venomous"	T6393X
Assault	"Natural/Environmental, Other"	T63713
Assault	"Natural/Environmental, Other"	T63793
Assault	"Natural/Environmental, Other"	T65823
Assault	Struck by/against	Y00X
Assault	Struck by/against	Y040X
Assault	Struck by/against	Y041X
Assault	Struck by/against	Y042X
Assault	Struck by/against	Y048X
Assault	Struck by/against	Y0801X
Assault	Struck by/against	Y0802X
Assault	Struck by/against	Y0809X
Assault	Suffocation	T71113
Assault	Suffocation	T71123
Assault	Suffocation	T71133
Assault	Suffocation	T71143
Assault	Suffocation	T71153
Assault	Suffocation	T71163
Assault	Suffocation	T71193
Assault	Suffocation	T71223
Assault	Suffocation	T71233
Assault	"Other Specified, Child/Adult Abuse"	T7401X
Assault	"Other Specified, Child/Adult Abuse"	T7402X
Assault	"Other Specified, Child/Adult Abuse"	T7411X
Assault	"Other Specified, Child/Adult Abuse"	T7412X
Assault	"Other Specified, Child/Adult Abuse"	T7421X
Assault	"Other Specified, Child/Adult Abuse"	T7422X
Assault	"Other Specified, Child/Adult Abuse"	T7431X
Assault	"Other Specified, Child/Adult Abuse"	T7432X
Assault	"Other Specified, Child/Adult Abuse"	T744X
Assault	"Other Specified, Child/Adult Abuse"	T7451X
Assault	"Other Specified, Child/Adult Abuse"	T7452X
Assault	"Other Specified, Child/Adult Abuse"	T7461X
Assault	"Other Specified, Child/Adult Abuse"	T7462X
Assault	"Other Specified, Child/Adult Abuse"	T7491X
Assault	"Other Specified, Child/Adult Abuse"	T7492X
Assault	"Other Specified, Child/Adult Abuse"	T7601X
Assault	"Other Specified, Child/Adult Abuse"	T7602X
Assault	"Other Specified, Child/Adult Abuse"	T7611X
Assault	"Other Specified, Child/Adult Abuse"	T7612X
Assault	"Other Specified, Child/Adult Abuse"	T7621X
Assault	"Other Specified, Child/Adult Abuse"	T7622X
Assault	"Other Specified, Child/Adult Abuse"	T7631X
Assault	"Other Specified, Child/Adult Abuse"	T7632X
Assault	"Other Specified, Child/Adult Abuse"	T7651X
Assault	"Other Specified, Child/Adult Abuse"	T7652X
Assault	"Other Specified, Child/Adult Abuse"	T7661X
Assault	"Other Specified, Child/Adult Abuse"	T7662X
Assault	"Other Specified, Child/Adult Abuse"	T7691X
Assault	"Other Specified, Child/Adult Abuse"	T7692X
Assault	"Other Specified, Classifiable"	X9501X
Assault	"Other Specified, Classifiable"	X9502X
Assault	"Other Specified, Classifiable"	X9509X
Assault	"Other Specified, Classifiable"	X960X
Assault	"Other Specified, Classifiable"	X961X
Assault	"Other Specified, Classifiable"	X962X
Assault	"Other Specified, Classifiable"	X963X
Assault	"Other Specified, Classifiable"	X964X
Assault	"Other Specified, Classifiable"	X968X
Assault	"Other Specified, Classifiable"	X969X
Assault	"Other Specified, Classifiable"	Y028X
Assault	"Other Specified, Classifiable"	Y0701
Assault	"Other Specified, Classifiable"	Y0702
Assault	"Other Specified, Classifiable"	Y0703
Assault	"Other Specified, Classifiable"	Y0704
Assault	"Other Specified, Classifiable"	Y0711
Assault	"Other Specified, Classifiable"	Y0712
Assault	"Other Specified, Classifiable"	Y0713
Assault	"Other Specified, Classifiable"	Y0714
Assault	"Other Specified, Classifiable"	Y07410
Assault	"Other Specified, Classifiable"	Y07411
Assault	"Other Specified, Classifiable"	Y07420
Assault	"Other Specified, Classifiable"	Y07421
Assault	"Other Specified, Classifiable"	Y07430
Assault	"Other Specified, Classifiable"	Y07432
Assault	"Other Specified, Classifiable"	Y07433
Assault	"Other Specified, Classifiable"	Y07434
Assault	"Other Specified, Classifiable"	Y07435
Assault	"Other Specified, Classifiable"	Y07436
Assault	"Other Specified, Classifiable"	Y07490
Assault	"Other Specified, Classifiable"	Y07491
Assault	"Other Specified, Classifiable"	Y07499
Assault	"Other Specified, Classifiable"	Y0750
Assault	"Other Specified, Classifiable"	Y07510
Assault	"Other Specified, Classifiable"	Y07511
Assault	"Other Specified, Classifiable"	Y07512
Assault	"Other Specified, Classifiable"	Y07513
Assault	"Other Specified, Classifiable"	Y07519
Assault	"Other Specified, Classifiable"	Y07521
Assault	"Other Specified, Classifiable"	Y07528
Assault	"Other Specified, Classifiable"	Y07529
Assault	"Other Specified, Classifiable"	Y0753
Assault	"Other Specified, Classifiable"	Y0759
Assault	"Other Specified, Classifiable"	Y076
Assault	"Other Specified, Classifiable"	Y079
Assault	"Other Specified, Classifiable"	Y380X1
Assault	"Other Specified, Classifiable"	Y380X2
Assault	"Other Specified, Classifiable"	Y380X3
Assault	"Other Specified, Classifiable"	Y382X1
Assault	"Other Specified, Classifiable"	Y382X2
Assault	"Other Specified, Classifiable"	Y382X3
Assault	"Other Specified, Classifiable"	Y385X1
Assault	"Other Specified, Classifiable"	Y385X2
Assault	"Other Specified, Classifiable"	Y385X3
Assault	"Other Specified, Classifiable"	Y38811
Assault	"Other Specified, Classifiable"	Y38812
Assault	"Other Specified, Classifiable"	Y38891
Assault	"Other Specified, Classifiable"	Y38892
Assault	"Other Specified, Classifiable"	Y38893
Assault	"Other Specified, Classifiable"	Y389X1
Assault	"Other Specified, Classifiable"	Y389X2
Assault	"Other Specified, Classifiable"	Y386X1
Assault	"Other Specified, Classifiable"	Y386X2
Assault	"Other Specified, Classifiable"	Y386X3
Assault	"Other Specified, NEC"	Y0889X
Assault	Unspecified	Y09
Assault	Unspecified	Y3880X
undetermined	Cut/Pierce	Y280X
undetermined	Cut/Pierce	Y281X
undetermined	Cut/Pierce	Y282X
undetermined	Cut/Pierce	Y288X
undetermined	Cut/Pierce	Y289X
undetermined	Drowning/Submersion	Y210X
undetermined	Drowning/Submersion	Y211X
undetermined	Drowning/Submersion	Y212X
undetermined	Drowning/Submersion	Y213X
undetermined	Drowning/Submersion	Y214X
undetermined	Drowning/Submersion	Y218X
undetermined	Drowning/Submersion	Y219X
undetermined	Drowning/Submersion	T751X
undetermined	Fall	Y30X
undetermined	Fire/Flame	Y26X
undetermined	Hot Object/Substance	T541X4
undetermined	Hot Object/Substance	T542X4
undetermined	Hot Object/Substance	T543X4
undetermined	Hot Object/Substance	T5494X
undetermined	Hot Object/Substance	Y270X
undetermined	Hot Object/Substance	Y271X
undetermined	Hot Object/Substance	Y272X
undetermined	Hot Object/Substance	Y273X
undetermined	Hot Object/Substance	Y278X
undetermined	Hot Object/Substance	Y279X
undetermined	Firearm	Y22X
undetermined	Firearm	Y230X
undetermined	Firearm	Y231X
undetermined	Firearm	Y232X
undetermined	Firearm	Y233X
undetermined	Firearm	Y238X
undetermined	Firearm	Y239X
undetermined	Firearm	Y248X
undetermined	Firearm	Y249X
undetermined	MVT-Unspecified	Y32X
undetermined	"Bites and Stings, venomous"	T63004
undetermined	"Bites and Stings, venomous"	T63014
undetermined	"Bites and Stings, venomous"	T63024
undetermined	"Bites and Stings, venomous"	T63034
undetermined	"Bites and Stings, venomous"	T63044
undetermined	"Bites and Stings, venomous"	T63064
undetermined	"Bites and Stings, venomous"	T63074
undetermined	"Bites and Stings, venomous"	T63084
undetermined	"Bites and Stings, venomous"	T63094
undetermined	"Bites and Stings, venomous"	T63114
undetermined	"Bites and Stings, venomous"	T63124
undetermined	"Bites and Stings, venomous"	T63194
undetermined	"Bites and Stings, venomous"	T632X4
undetermined	"Bites and Stings, venomous"	T63304
undetermined	"Bites and Stings, venomous"	T63314
undetermined	"Bites and Stings, venomous"	T63324
undetermined	"Bites and Stings, venomous"	T63334
undetermined	"Bites and Stings, venomous"	T63394
undetermined	"Bites and Stings, venomous"	T63414
undetermined	"Bites and Stings, venomous"	T63424
undetermined	"Bites and Stings, venomous"	T63434
undetermined	"Bites and Stings, venomous"	T63444
undetermined	"Bites and Stings, venomous"	T63454
undetermined	"Bites and Stings, venomous"	T63464
undetermined	"Bites and Stings, venomous"	T63484
undetermined	"Bites and Stings, venomous"	T63514
undetermined	"Bites and Stings, venomous"	T63594
undetermined	"Bites and Stings, venomous"	T63614
undetermined	"Bites and Stings, venomous"	T63624
undetermined	"Bites and Stings, venomous"	T63634
undetermined	"Bites and Stings, venomous"	T63694
undetermined	"Bites and Stings, venomous"	T63814
undetermined	"Bites and Stings, venomous"	T63824
undetermined	"Bites and Stings, venomous"	T63834
undetermined	"Bites and Stings, venomous"	T63894
undetermined	"Bites and Stings, venomous"	T6394X
undetermined	"Natural/Environmental, Other"	T63714
undetermined	"Natural/Environmental, Other"	T63794
undetermined	"Natural/Environmental, Other"	T65824
undetermined	Struck by/against	Y29X
undetermined	Suffocation	T71114
undetermined	Suffocation	T71124
undetermined	Suffocation	T71134
undetermined	Suffocation	T71144
undetermined	Suffocation	T71154
undetermined	Suffocation	T71164
undetermined	Suffocation	T71194
undetermined	Suffocation	T71224
undetermined	Suffocation	T71234
undetermined	"Other Specified, Classifiable"	Y240X
undetermined	"Other Specified, Classifiable"	Y25X
undetermined	"Other Specified, Classifiable"	Y31X
undetermined	"Other Specified, NEC"	Y33X
Legal intervention - war	Cut/Pierce	Y35401
Legal intervention - war	Cut/Pierce	Y35402
Legal intervention - war	Cut/Pierce	Y35403
Legal intervention - war	Cut/Pierce	Y35409
Legal intervention - war	Cut/Pierce	Y35411
Legal intervention - war	Cut/Pierce	Y35412
Legal intervention - war	Cut/Pierce	Y35413
Legal intervention - war	Cut/Pierce	Y35419
Legal intervention - war	Cut/Pierce	Y35491
Legal intervention - war	Cut/Pierce	Y35492
Legal intervention - war	Cut/Pierce	Y35493
Legal intervention - war	Cut/Pierce	Y35499
Legal intervention - war	Fire/Flame	Y36300
Legal intervention - war	Fire/Flame	Y36301
Legal intervention - war	Fire/Flame	Y36330
Legal intervention - war	Fire/Flame	Y36331
Legal intervention - war	Fire/Flame	Y36390
Legal intervention - war	Fire/Flame	Y36391
Legal intervention - war	Fire/Flame	Y37300
Legal intervention - war	Fire/Flame	Y37301
Legal intervention - war	Fire/Flame	Y37330
Legal intervention - war	Fire/Flame	Y37331
Legal intervention - war	Fire/Flame	Y37390
Legal intervention - war	Fire/Flame	Y37391
Legal intervention - war	Firearm	Y35001
Legal intervention - war	Firearm	Y35002
Legal intervention - war	Firearm	Y35003
Legal intervention - war	Firearm	Y35009
Legal intervention - war	Firearm	Y35011
Legal intervention - war	Firearm	Y35012
Legal intervention - war	Firearm	Y35013
Legal intervention - war	Firearm	Y35019
Legal intervention - war	Firearm	Y35021
Legal intervention - war	Firearm	Y35022
Legal intervention - war	Firearm	Y35023
Legal intervention - war	Firearm	Y35029
Legal intervention - war	Firearm	Y35031
Legal intervention - war	Firearm	Y35032
Legal intervention - war	Firearm	Y35033
Legal intervention - war	Firearm	Y35039
Legal intervention - war	Firearm	Y35091
Legal intervention - war	Firearm	Y35092
Legal intervention - war	Firearm	Y35093
Legal intervention - war	Firearm	Y35099
Legal intervention - war	Firearm	Y36420
Legal intervention - war	Firearm	Y36421
Legal intervention - war	Firearm	Y36430
Legal intervention - war	Firearm	Y36431
Legal intervention - war	Firearm	Y3692X
Legal intervention - war	Firearm	Y37420
Legal intervention - war	Firearm	Y37421
Legal intervention - war	Firearm	Y37430
Legal intervention - war	Firearm	Y37431
Legal intervention - war	Firearm	Y3792X
Legal intervention - war	Other Transport	Y36100
Legal intervention - war	Other Transport	Y36101
Legal intervention - war	Other Transport	Y36110
Legal intervention - war	Other Transport	Y36111
Legal intervention - war	Other Transport	Y36120
Legal intervention - war	Other Transport	Y36121
Legal intervention - war	Other Transport	Y36130
Legal intervention - war	Other Transport	Y36131
Legal intervention - war	Other Transport	Y36140
Legal intervention - war	Other Transport	Y36141
Legal intervention - war	Other Transport	Y36190
Legal intervention - war	Other Transport	Y36191
Legal intervention - war	Other Transport	Y37100
Legal intervention - war	Other Transport	Y37101
Legal intervention - war	Other Transport	Y37110
Legal intervention - war	Other Transport	Y37111
Legal intervention - war	Other Transport	Y37120
Legal intervention - war	Other Transport	Y37121
Legal intervention - war	Other Transport	Y37130
Legal intervention - war	Other Transport	Y37131
Legal intervention - war	Other Transport	Y37140
Legal intervention - war	Other Transport	Y37141
Legal intervention - war	Other Transport	Y37190
Legal intervention - war	Other Transport	Y37191
Legal intervention - war	Struck by/against	Y35301
Legal intervention - war	Struck by/against	Y35302
Legal intervention - war	Struck by/against	Y35303
Legal intervention - war	Struck by/against	Y35309
Legal intervention - war	Struck by/against	Y35311
Legal intervention - war	Struck by/against	Y35312
Legal intervention - war	Struck by/against	Y35313
Legal intervention - war	Struck by/against	Y35319
Legal intervention - war	Struck by/against	Y35391
Legal intervention - war	Struck by/against	Y35392
Legal intervention - war	Struck by/against	Y35393
Legal intervention - war	Struck by/against	Y35399
Legal intervention - war	Struck by/against	Y35811
Legal intervention - war	Struck by/against	Y35812
Legal intervention - war	Struck by/against	Y35813
Legal intervention - war	Struck by/against	Y35819
Legal intervention - war	Struck by/against	Y36440
Legal intervention - war	Struck by/against	Y36441
Legal intervention - war	Struck by/against	Y37440
Legal intervention - war	Struck by/against	Y37441
Legal intervention - war	Suffocation	Y36460
Legal intervention - war	Suffocation	Y36461
Legal intervention - war	Suffocation	Y36470
Legal intervention - war	Suffocation	Y36471
Legal intervention - war	Suffocation	Y37460
Legal intervention - war	Suffocation	Y37461
Legal intervention - war	Suffocation	Y37470
Legal intervention - war	Suffocation	Y37471
Legal intervention - war	"Other Specified, Classifiable"	Y35041
Legal intervention - war	"Other Specified, Classifiable"	Y35042
Legal intervention - war	"Other Specified, Classifiable"	Y35043
Legal intervention - war	"Other Specified, Classifiable"	Y35049
Legal intervention - war	"Other Specified, Classifiable"	Y35101
Legal intervention - war	"Other Specified, Classifiable"	Y35102
Legal intervention - war	"Other Specified, Classifiable"	Y35103
Legal intervention - war	"Other Specified, Classifiable"	Y35109
Legal intervention - war	"Other Specified, Classifiable"	Y35111
Legal intervention - war	"Other Specified, Classifiable"	Y35112
Legal intervention - war	"Other Specified, Classifiable"	Y35113
Legal intervention - war	"Other Specified, Classifiable"	Y35119
Legal intervention - war	"Other Specified, Classifiable"	Y35121
Legal intervention - war	"Other Specified, Classifiable"	Y35122
Legal intervention - war	"Other Specified, Classifiable"	Y35123
Legal intervention - war	"Other Specified, Classifiable"	Y35129
Legal intervention - war	"Other Specified, Classifiable"	Y35191
Legal intervention - war	"Other Specified, Classifiable"	Y35192
Legal intervention - war	"Other Specified, Classifiable"	Y35193
Legal intervention - war	"Other Specified, Classifiable"	Y35199
Legal intervention - war	"Other Specified, Classifiable"	Y35831
Legal intervention - war	"Other Specified, Classifiable"	Y35832
Legal intervention - war	"Other Specified, Classifiable"	Y35833
Legal intervention - war	"Other Specified, Classifiable"	Y35839
Legal intervention - war	"Other Specified, Classifiable"	Y36000
Legal intervention - war	"Other Specified, Classifiable"	Y36001
Legal intervention - war	"Other Specified, Classifiable"	Y36010
Legal intervention - war	"Other Specified, Classifiable"	Y36011
Legal intervention - war	"Other Specified, Classifiable"	Y36020
Legal intervention - war	"Other Specified, Classifiable"	Y36021
Legal intervention - war	"Other Specified, Classifiable"	Y36030
Legal intervention - war	"Other Specified, Classifiable"	Y36031
Legal intervention - war	"Other Specified, Classifiable"	Y36040
Legal intervention - war	"Other Specified, Classifiable"	Y36041
Legal intervention - war	"Other Specified, Classifiable"	Y36050
Legal intervention - war	"Other Specified, Classifiable"	Y36051
Legal intervention - war	"Other Specified, Classifiable"	Y36090
Legal intervention - war	"Other Specified, Classifiable"	Y36091
Legal intervention - war	"Other Specified, Classifiable"	Y36200
Legal intervention - war	"Other Specified, Classifiable"	Y36201
Legal intervention - war	"Other Specified, Classifiable"	Y36210
Legal intervention - war	"Other Specified, Classifiable"	Y36211
Legal intervention - war	"Other Specified, Classifiable"	Y36220
Legal intervention - war	"Other Specified, Classifiable"	Y36221
Legal intervention - war	"Other Specified, Classifiable"	Y36230
Legal intervention - war	"Other Specified, Classifiable"	Y36231
Legal intervention - war	"Other Specified, Classifiable"	Y36240
Legal intervention - war	"Other Specified, Classifiable"	Y36241
Legal intervention - war	"Other Specified, Classifiable"	Y36250
Legal intervention - war	"Other Specified, Classifiable"	Y36251
Legal intervention - war	"Other Specified, Classifiable"	Y36260
Legal intervention - war	"Other Specified, Classifiable"	Y36261
Legal intervention - war	"Other Specified, Classifiable"	Y36270
Legal intervention - war	"Other Specified, Classifiable"	Y36271
Legal intervention - war	"Other Specified, Classifiable"	Y36290
Legal intervention - war	"Other Specified, Classifiable"	Y36291
Legal intervention - war	"Other Specified, Classifiable"	Y36310
Legal intervention - war	"Other Specified, Classifiable"	Y36311
Legal intervention - war	"Other Specified, Classifiable"	Y36320
Legal intervention - war	"Other Specified, Classifiable"	Y36321
Legal intervention - war	"Other Specified, Classifiable"	Y36410
Legal intervention - war	"Other Specified, Classifiable"	Y36411
Legal intervention - war	"Other Specified, Classifiable"	Y36450
Legal intervention - war	"Other Specified, Classifiable"	Y36451
Legal intervention - war	"Other Specified, Classifiable"	Y36490
Legal intervention - war	"Other Specified, Classifiable"	Y36491
Legal intervention - war	"Other Specified, Classifiable"	Y36500
Legal intervention - war	"Other Specified, Classifiable"	Y36501
Legal intervention - war	"Other Specified, Classifiable"	Y36510
Legal intervention - war	"Other Specified, Classifiable"	Y36511
Legal intervention - war	"Other Specified, Classifiable"	Y36520
Legal intervention - war	"Other Specified, Classifiable"	Y36521
Legal intervention - war	"Other Specified, Classifiable"	Y36530
Legal intervention - war	"Other Specified, Classifiable"	Y36531
Legal intervention - war	"Other Specified, Classifiable"	Y36540
Legal intervention - war	"Other Specified, Classifiable"	Y36541
Legal intervention - war	"Other Specified, Classifiable"	Y36590
Legal intervention - war	"Other Specified, Classifiable"	Y36591
Legal intervention - war	"Other Specified, Classifiable"	Y36810
Legal intervention - war	"Other Specified, Classifiable"	Y36811
Legal intervention - war	"Other Specified, Classifiable"	Y36820
Legal intervention - war	"Other Specified, Classifiable"	Y36821
Legal intervention - war	"Other Specified, Classifiable"	Y36880
Legal intervention - war	"Other Specified, Classifiable"	Y36881
Legal intervention - war	"Other Specified, Classifiable"	Y3691X
Legal intervention - war	"Other Specified, Classifiable"	Y37000
Legal intervention - war	"Other Specified, Classifiable"	Y37001
Legal intervention - war	"Other Specified, Classifiable"	Y37010
Legal intervention - war	"Other Specified, Classifiable"	Y37011
Legal intervention - war	"Other Specified, Classifiable"	Y37020
Legal intervention - war	"Other Specified, Classifiable"	Y37021
Legal intervention - war	"Other Specified, Classifiable"	Y37030
Legal intervention - war	"Other Specified, Classifiable"	Y37031
Legal intervention - war	"Other Specified, Classifiable"	Y37040
Legal intervention - war	"Other Specified, Classifiable"	Y37041
Legal intervention - war	"Other Specified, Classifiable"	Y37050
Legal intervention - war	"Other Specified, Classifiable"	Y37051
Legal intervention - war	"Other Specified, Classifiable"	Y37090
Legal intervention - war	"Other Specified, Classifiable"	Y37091
Legal intervention - war	"Other Specified, Classifiable"	Y37200
Legal intervention - war	"Other Specified, Classifiable"	Y37201
Legal intervention - war	"Other Specified, Classifiable"	Y37210
Legal intervention - war	"Other Specified, Classifiable"	Y37211
Legal intervention - war	"Other Specified, Classifiable"	Y37220
Legal intervention - war	"Other Specified, Classifiable"	Y37221
Legal intervention - war	"Other Specified, Classifiable"	Y37230
Legal intervention - war	"Other Specified, Classifiable"	Y37231
Legal intervention - war	"Other Specified, Classifiable"	Y37240
Legal intervention - war	"Other Specified, Classifiable"	Y37241
Legal intervention - war	"Other Specified, Classifiable"	Y37250
Legal intervention - war	"Other Specified, Classifiable"	Y37251
Legal intervention - war	"Other Specified, Classifiable"	Y37260
Legal intervention - war	"Other Specified, Classifiable"	Y37261
Legal intervention - war	"Other Specified, Classifiable"	Y37270
Legal intervention - war	"Other Specified, Classifiable"	Y37271
Legal intervention - war	"Other Specified, Classifiable"	Y37290
Legal intervention - war	"Other Specified, Classifiable"	Y37291
Legal intervention - war	"Other Specified, Classifiable"	Y37310
Legal intervention - war	"Other Specified, Classifiable"	Y37311
Legal intervention - war	"Other Specified, Classifiable"	Y37320
Legal intervention - war	"Other Specified, Classifiable"	Y37321
Legal intervention - war	"Other Specified, Classifiable"	Y37410
Legal intervention - war	"Other Specified, Classifiable"	Y37411
Legal intervention - war	"Other Specified, Classifiable"	Y37450
Legal intervention - war	"Other Specified, Classifiable"	Y37451
Legal intervention - war	"Other Specified, Classifiable"	Y37490
Legal intervention - war	"Other Specified, Classifiable"	Y37491
Legal intervention - war	"Other Specified, Classifiable"	Y37500
Legal intervention - war	"Other Specified, Classifiable"	Y37501
Legal intervention - war	"Other Specified, Classifiable"	Y37510
Legal intervention - war	"Other Specified, Classifiable"	Y37511
Legal intervention - war	"Other Specified, Classifiable"	Y37520
Legal intervention - war	"Other Specified, Classifiable"	Y37521
Legal intervention - war	"Other Specified, Classifiable"	Y37530
Legal intervention - war	"Other Specified, Classifiable"	Y37531
Legal intervention - war	"Other Specified, Classifiable"	Y37540
Legal intervention - war	"Other Specified, Classifiable"	Y37541
Legal intervention - war	"Other Specified, Classifiable"	Y37590
Legal intervention - war	"Other Specified, Classifiable"	Y37591
Legal intervention - war	"Other Specified, Classifiable"	Y376X0
Legal intervention - war	"Other Specified, Classifiable"	Y376X1
Legal intervention - war	"Other Specified, Classifiable"	Y366X0
Legal intervention - war	"Other Specified, Classifiable"	Y366X1
Legal intervention - war	"Other Specified, Classifiable"	Y3791X
Legal intervention - war	"Other Specified, NEC"	Y35891
Legal intervention - war	"Other Specified, NEC"	Y35892
Legal intervention - war	"Other Specified, NEC"	Y35893
Legal intervention - war	Unspecified	Y35899
Legal intervention - war	Unspecified	Y3591X
Legal intervention - war	Unspecified	Y3592X
Legal intervention - war	Unspecified	Y3593X
Legal intervention - war	Unspecified	Y3599X
Legal intervention - war	Unspecified	Y36890
Legal intervention - war	Unspecified	Y36891
Legal intervention - war	Unspecified	Y3690X
Legal intervention - war	Unspecified	Y3790X
